# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:30:FD": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:30:FD", "device connection": "BTH00:07:80:0F:30:FD", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-11-17", "time": "10:52:25.864", "channels": [1], "sensor": ["EEG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["gray"]}}
# EndOfHeader
0	0	35084	
1	0	34768	
2	0	34300	
3	0	33688	
4	0	33128	
5	0	32704	
6	0	32422	
7	0	32196	
8	0	32176	
9	0	32092	
10	0	32160	
11	0	32420	
12	0	32380	
13	0	32468	
14	0	32932	
15	0	33700	
16	0	34164	
17	0	34384	
18	0	34168	
19	0	33716	
20	0	33168	
21	0	32352	
22	0	31560	
23	0	30832	
24	0	30148	
25	0	29284	
26	0	28192	
27	0	27477	
28	0	27220	
29	0	27772	
30	0	28506	
31	0	29808	
32	0	31404	
33	0	32600	
34	0	33441	
35	0	33612	
36	0	33520	
37	0	33640	
38	0	34084	
39	0	34560	
40	0	35068	
41	0	35684	
42	0	36248	
43	0	36484	
44	0	36500	
45	0	36600	
46	0	36972	
47	0	37072	
48	0	37388	
49	0	37652	
50	0	37728	
51	0	37900	
52	0	38016	
53	0	37472	
54	0	36660	
55	0	36076	
56	0	36020	
57	0	36120	
58	0	35776	
59	0	35280	
60	0	34560	
61	0	34060	
62	0	33668	
63	0	33336	
64	0	33100	
65	0	32976	
66	0	32976	
67	0	32952	
68	0	33088	
69	0	33004	
70	0	32616	
71	0	32060	
72	0	31400	
73	0	31024	
74	0	30872	
75	0	30628	
76	0	30488	
77	0	30648	
78	0	30996	
79	0	31260	
80	0	31776	
81	0	32396	
82	0	33133	
83	0	33288	
84	0	33232	
85	0	32872	
86	0	32532	
87	0	32317	
88	0	32456	
89	0	32686	
90	0	32532	
91	0	31692	
92	0	30588	
93	0	29764	
94	0	29440	
95	0	29365	
96	0	29740	
97	0	30636	
98	0	31624	
99	0	31908	
100	0	31524	
101	0	31156	
102	0	30820	
103	0	30488	
104	0	30280	
105	0	30144	
106	0	30337	
107	0	30240	
108	0	30296	
109	0	30756	
110	0	31358	
111	0	32192	
112	0	33144	
113	0	34068	
114	0	34536	
115	0	34568	
116	0	34708	
117	0	34436	
118	0	34428	
119	0	34320	
120	0	34240	
121	0	34108	
122	0	33924	
123	0	33676	
124	0	33100	
125	0	32376	
126	0	31636	
127	0	31000	
128	0	30840	
129	0	30872	
130	0	30808	
131	0	31088	
132	0	31188	
133	0	31433	
134	0	31360	
135	0	31320	
136	0	31600	
137	0	32286	
138	0	32908	
139	0	33256	
140	0	33360	
141	0	33280	
142	0	33164	
143	0	33200	
144	0	33122	
145	0	33188	
146	0	33152	
147	0	33204	
148	0	33228	
149	0	33192	
150	0	33220	
151	0	33144	
152	0	33376	
153	0	33420	
154	0	33556	
155	0	33916	
156	0	34280	
157	0	34296	
158	0	34412	
159	0	34264	
160	0	34196	
161	0	34012	
162	0	33756	
163	0	33464	
164	0	33248	
165	0	32810	
166	0	32660	
167	0	32608	
168	0	32436	
169	0	32400	
170	0	32556	
171	0	32492	
172	0	32160	
173	0	32232	
174	0	32408	
175	0	32648	
176	0	33180	
177	0	33706	
178	0	33688	
179	0	33444	
180	0	33192	
181	0	32880	
182	0	32528	
183	0	32248	
184	0	31828	
185	0	31656	
186	0	31804	
