Temps;pxt;pyt;pzt;rxt;ryt;rzt;pxb1;pyb1;pzb1;pxb2;pyb2;pzb2;pxb3;pyb3;pzb3;pxb4;pyb4;pzb4rxb1;ryb1;rzb1;rxb2;ryb2;rzb2;rxb3;ryb3;rzb3;rxb4;ryb4;rzb4
1:31;-3.718887;1.328226;3.504304;6.213447;344.6883;6.066395;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:31;-3.720804;1.328292;3.503567;6.086323;344.2372;6.104153;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:31;-3.721781;1.328311;3.503161;6.047826;343.9599;6.108963;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:31;-3.722812;1.328382;3.502733;6.015676;343.6764;6.099988;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:31;-3.725165;1.3286;3.502108;5.943004;343.1202;6.087979;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.726494;1.328768;3.501805;5.90562;342.7842;6.08617;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.729062;1.329015;3.501184;5.832033;341.9973;6.123509;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.730353;1.329197;3.500938;5.775606;341.6412;6.070138;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.73324;1.329478;3.500276;5.69405;340.8973;5.963477;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.734722;1.329654;3.499948;5.697191;340.4589;5.919726;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.736223;1.329897;3.499605;5.653474;340.0304;5.858075;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.739157;1.33039;3.49879;5.506425;339.2981;5.698255;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.74069;1.330535;3.498511;5.437709;338.9808;5.652457;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.743869;1.330813;3.498085;5.247821;338.2834;5.540958;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.745428;1.33119;3.497887;5.179268;337.9158;5.471883;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.748628;1.33164;3.497597;4.894437;337.2213;5.332277;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.750255;1.331844;3.497465;4.775965;336.8842;5.280497;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.753674;1.33209;3.497021;4.615012;336.2076;5.22971;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.75543;1.332272;3.496812;4.576788;335.9118;5.24412;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.75727;1.332396;3.49647;4.503884;335.6004;5.252437;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.761086;1.332686;3.495811;4.366157;335.0407;5.214945;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.762988;1.332801;3.495636;4.273857;334.8199;5.242399;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.768311;1.332917;3.495144;4.057428;334.1712;5.347721;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.768311;1.332917;3.495144;4.057428;334.1712;5.347721;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.771712;1.333028;3.494796;3.977824;333.7245;5.446979;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.773371;1.33298;3.494617;3.959499;333.463;5.510498;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.775003;1.332916;3.494481;3.962379;333.2083;5.538697;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.778131;1.332758;3.494391;3.971059;332.7297;5.655562;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.779564;1.332791;3.494351;3.970751;332.5323;5.714644;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.782487;1.33274;3.494336;3.905439;332.2981;5.869444;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.783877;1.332656;3.494415;3.890343;332.1762;5.956372;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.786166;1.33264;3.494601;3.904448;331.9103;6.138179;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.788112;1.332581;3.494746;3.924982;331.7841;6.27703;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.788975;1.332516;3.494874;3.964427;331.7309;6.345543;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.789707;1.332475;3.494996;4.010728;331.6917;6.435905;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.790404;1.332413;3.495148;4.046781;331.6652;6.552103;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.791582;1.332066;3.495554;4.040279;331.6568;6.749194;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.792084;1.331785;3.495667;4.070889;331.6616;6.845314;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.792999;1.331553;3.495812;4.242152;331.676;6.964738;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.79397;1.331238;3.496053;4.284207;331.7548;7.101919;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.794446;1.331014;3.496146;4.322296;331.7448;7.131183;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.794831;1.330865;3.496146;4.411126;331.6923;7.169359;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.795077;1.330799;3.496248;4.481378;331.6519;7.183616;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.795576;1.330567;3.496356;4.537286;331.6728;7.188038;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.795852;1.330367;3.496422;4.584017;331.6707;7.192975;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.796442;1.330094;3.496574;4.663851;331.5705;7.275435;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.796814;1.330024;3.49673;4.711302;331.4887;7.305922;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.796935;1.329895;3.496794;4.707028;331.4638;7.308222;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.797121;1.329713;3.496837;4.73184;331.4326;7.31188;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.797379;1.329508;3.496795;4.841106;331.341;7.273439;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.797542;1.329469;3.496889;4.876704;331.3188;7.265954;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.797653;1.329403;3.496939;4.883059;331.2848;7.266583;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.798035;1.329347;3.497006;5.049671;331.1381;7.307919;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.798035;1.329347;3.497006;5.049671;331.1381;7.307919;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:32;-3.798456;1.329325;3.49695;5.05828;331.0535;7.296632;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.798676;1.329307;3.496853;5.107297;331.0562;7.274946;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799086;1.329111;3.496507;5.174053;331.0287;7.251795;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799275;1.329053;3.496388;5.175074;331.014;7.237198;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799476;1.328954;3.496311;5.173481;331.0197;7.234663;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.800081;1.328759;3.496088;5.148526;330.9634;7.2376;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.800394;1.328692;3.495908;5.206971;330.9084;7.288335;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.800872;1.328511;3.495569;5.216493;330.8384;7.334439;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.801057;1.328347;3.49543;5.217965;330.8368;7.372093;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.801216;1.32831;3.495173;5.241282;330.8979;7.405218;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.801454;1.328203;3.49505;5.226733;330.9665;7.422842;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.80127;1.328128;3.494843;5.235614;331.0696;7.460376;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.801106;1.328108;3.494719;5.27386;331.1388;7.434409;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.800921;1.328079;3.494593;5.313646;331.2377;7.39889;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.800424;1.327958;3.494334;5.316863;331.3998;7.45952;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.8002;1.327902;3.494135;5.325969;331.4478;7.512203;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799782;1.327778;3.493452;5.349989;331.4984;7.513123;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799552;1.327804;3.492707;5.393672;331.4872;7.498594;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799511;1.327958;3.492407;5.371922;331.4848;7.49648;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799441;1.328099;3.492136;5.313562;331.4355;7.514888;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799365;1.328187;3.491864;5.20504;331.3531;7.548438;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.79922;1.328174;3.491253;5.108217;331.2005;7.562827;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799156;1.328103;3.490926;5.059609;331.1431;7.528988;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.798709;1.328077;3.489928;5.111106;330.9747;7.450642;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.798709;1.328077;3.489928;5.111106;330.9747;7.450642;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.798141;1.32829;3.48934;5.187969;330.8775;7.476894;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.79792;1.328303;3.489073;5.168159;330.872;7.489553;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.797723;1.328219;3.488714;5.12309;330.8613;7.510954;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.797266;1.328003;3.488026;5.110082;330.8075;7.54805;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.797058;1.328002;3.487801;5.142542;330.8455;7.558053;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.796899;1.32812;3.487432;5.132366;330.8889;7.563033;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.796928;1.328186;3.48721;5.117159;330.9146;7.572573;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.796986;1.328119;3.486847;5.067775;330.9529;7.603267;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.797019;1.328087;3.486534;5.070493;330.9521;7.593043;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.797265;1.328187;3.485931;5.0292;330.946;7.572356;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.79738;1.328198;3.48564;4.973135;330.8952;7.594777;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.79757;1.328157;3.485122;4.855866;330.8094;7.644714;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.797635;1.32809;3.484837;4.820409;330.8051;7.650117;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.797745;1.328038;3.484625;4.816335;330.8255;7.619663;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.798238;1.32799;3.484093;4.863861;330.8291;7.587409;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.798523;1.328164;3.483896;4.906394;330.7995;7.578479;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799088;1.328207;3.483503;4.867474;330.7645;7.589079;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.799458;1.328083;3.483276;4.852807;330.7202;7.629057;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.800005;1.328099;3.482774;4.862601;330.5092;7.737387;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.80029;1.328078;3.482619;4.844111;330.4591;7.78699;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.800618;1.328028;3.482479;4.808453;330.4055;7.799955;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.801241;1.327896;3.482194;4.786561;330.285;7.877678;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.801513;1.327766;3.482095;4.731494;330.1853;7.91192;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.802188;1.32753;3.481874;4.752521;329.996;7.840236;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.80242;1.327496;3.481806;4.809314;329.9429;7.788716;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:33;-3.802763;1.32724;3.481669;4.809871;329.8232;7.785233;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.802763;1.32724;3.481669;4.809871;329.8232;7.785233;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.802832;1.327338;3.481681;4.836954;329.8183;7.778856;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.803203;1.327397;3.481593;4.855431;329.864;7.777172;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.803262;1.327522;3.481561;4.864905;329.8771;7.776662;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.803516;1.327642;3.481409;4.905543;329.9363;7.772381;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.803671;1.327615;3.481324;4.921804;329.9709;7.797781;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.804159;1.327586;3.481232;4.942236;330.0045;7.87063;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.80539;1.327477;3.481002;4.852629;329.8314;7.995916;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.80539;1.327477;3.481002;4.852629;329.8314;7.995916;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.806403;1.32734;3.480759;4.845683;329.5482;8.141616;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.806882;1.327243;3.480641;4.881131;329.4142;8.229795;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.807904;1.326941;3.480241;4.949699;329.1455;8.311374;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.808575;1.326815;3.479918;5.007222;329.0015;8.353931;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.809772;1.326477;3.479505;5.09236;328.696;8.438177;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.81033;1.326276;3.479247;5.145504;328.5684;8.454034;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.81146;1.325861;3.4788;5.225958;328.3877;8.472293;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.81198;1.325723;3.478611;5.295062;328.3239;8.473604;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.812426;1.325673;3.478411;5.327338;328.3097;8.465818;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.813471;1.325584;3.477951;5.342938;328.3176;8.432906;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.813874;1.325531;3.477644;5.363322;328.269;8.435524;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.814408;1.325462;3.477082;5.415503;328.2115;8.494741;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.81463;1.325377;3.476769;5.457766;328.198;8.511569;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.815122;1.325461;3.476257;5.502828;328.2238;8.514177;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.815624;1.325525;3.475898;5.455653;328.2453;8.534562;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.815624;1.325525;3.475898;5.455653;328.2453;8.534562;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.816137;1.325286;3.475565;5.454111;328.2406;8.529326;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.816315;1.325167;3.475358;5.465129;328.2585;8.499955;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.816877;1.324997;3.474991;5.543825;328.3898;8.465506;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.817122;1.32486;3.47487;5.59235;328.4406;8.482222;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.81782;1.324556;3.474478;5.705788;328.4734;8.458941;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.818239;1.324551;3.474319;5.754903;328.4679;8.438426;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.818616;1.324524;3.474242;5.789706;328.4737;8.494233;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.819393;1.324398;3.474197;5.826337;328.485;8.549122;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.819757;1.324309;3.474169;5.849791;328.5039;8.587997;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.820185;1.32416;3.474177;5.897728;328.5048;8.6221;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.820348;1.324071;3.474213;5.897759;328.532;8.656084;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.820668;1.323947;3.474166;5.907012;328.533;8.763494;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.820666;1.323919;3.474154;5.930368;328.5607;8.807379;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.820455;1.323807;3.474218;5.961007;328.6624;8.845809;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.820106;1.323566;3.474256;6.019955;328.7145;8.826054;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.820106;1.323566;3.474256;6.019955;328.7145;8.826054;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
1:34;-3.819883;1.32337;3.474442;6.005074;328.7271;8.827183;-3;1.13;4.1;0;0;0;0;0;0;-4.2;1.13;4.1270;0;0;0;0;0;0;0;0;270;0;0
